ID,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,city,median_income_range,Housevalue_Range,Housing_Age_range,Residents,block
2621,-117.66,33.65,13,8527,1364,4597,1393,6.2242,237900,Williams,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2621,Block 2621
2622,-117.66,33.64,17,3173,501,1555,520,6.7079,250800,Williams,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2622,Block 2622
2623,-117.66,33.63,16,3299,610,1967,604,5.5085,223300,Williams,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2623,Block 2623
2624,-117.66,33.62,16,5175,799,2717,813,6.1493,257800,Williams,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2624,Block 2624
2625,-117.66,33.62,16,4065,661,1962,636,6.2177,256600,Williams,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2625,Block 2625
2626,-117.66,33.61,21,1932,266,860,286,7.1497,274000,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R2626,Block 2626
2627,-117.66,33.6,25,3745,522,1648,496,7.5488,278100,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R2627,Block 2627
2628,-117.66,33.6,24,1684,232,781,230,6.8667,279600,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R2628,Block 2628
2629,-117.66,33.59,18,4552,706,1918,671,7.5791,288100,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2629,Block 2629
2630,-117.66,33.58,6,4186,515,1794,541,9.6986,357600,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2630,Block 2630
2631,-117.66,33.58,16,3016,394,1172,382,7.5196,315600,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2631,Block 2631
2632,-117.66,33.57,16,4277,565,1642,549,8.0082,286600,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2632,Block 2632
2633,-117.66,33.57,16,2483,443,1357,400,5.5545,214200,Williams,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2633,Block 2633
2634,-117.66,33.51,18,2626,530,1302,522,4.0167,189600,Williams,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2634,Block 2634
2635,-117.66,33.48,22,809,180,334,157,2.3846,500001,Temecula,0.4999 < income <= 2.566375 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R2635,Block 2635
2636,-117.66,33.46,28,1261,233,609,242,5.1024,312700,Temecula,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R2636,Block 2636
2637,-117.66,33.46,26,2073,370,952,340,5.0877,288100,Temecula,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R2637,Block 2637
2638,-117.67,35.65,18,2737,589,1128,533,2.8,72000,Vacaville,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R2638,Block 2638
2639,-117.67,35.64,6,2115,342,927,337,6.1935,115700,Vacaville,4.767 < income <= 15.0001 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R2639,Block 2639
2640,-117.67,35.63,32,3661,787,1613,706,3.0687,63500,Vacaville,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,29.0 < Housing_Age < 37.0 ,R2640,Block 2640
2641,-117.67,34.13,10,2846,362,1221,355,7.7234,304100,Westmorland,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2641,Block 2641
2642,-117.67,34.12,15,3162,495,1145,473,5.3525,191700,Westmorland,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2642,Block 2642
2643,-117.67,34.1,28,1263,248,601,219,3.875,174000,Westmorland,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R2643,Block 2643
2644,-117.67,34.1,19,2969,605,1326,573,4.3438,155700,Westmorland,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R2644,Block 2644
2645,-117.67,34.09,17,4418,1256,2417,1094,2.7266,101000,Westmorland,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R2645,Block 2645
2646,-117.67,34.07,29,1840,388,1278,368,3.5036,123400,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R2646,Block 2646
2647,-117.67,34.06,26,1592,429,1182,365,2.4583,110400,Westmorland,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R2647,Block 2647
2648,-117.67,34.05,6,2833,628,1717,589,3.2062,167500,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R2648,Block 2648
2649,-117.67,34.04,16,3260,501,1973,535,4.6563,162000,Westmorland,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R2649,Block 2649
2650,-117.67,34.04,13,2295,374,1284,378,5.2551,194300,Westmorland,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2650,Block 2650
2651,-117.67,34.04,13,1543,383,776,358,3.0598,99700,Westmorland,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R2651,Block 2651
2652,-117.67,33.67,5,10534,2035,4656,1863,5.7797,309200,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2652,Block 2652
2653,-117.67,33.66,4,10175,2181,4762,1929,4.7341,237400,Williams,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2653,Block 2653
2654,-117.67,33.63,9,5774,1320,3086,1265,4.4063,202200,Williams,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2654,Block 2654
2655,-117.67,33.61,24,3859,661,1972,624,5.7871,227400,Williams,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R2655,Block 2655
2656,-117.67,33.61,23,3588,577,1695,569,6.1401,243200,Williams,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R2656,Block 2656
2657,-117.67,33.6,25,3164,449,1517,453,6.7921,266000,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R2657,Block 2657
2658,-117.67,33.6,20,1213,171,565,170,7.2592,314800,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R2658,Block 2658
2659,-117.67,33.57,18,1614,210,692,209,7.9294,280300,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2659,Block 2659
2660,-117.67,33.56,4,3289,728,1345,632,4.6863,184400,Williams,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2660,Block 2660
2661,-117.67,33.55,6,3157,721,1695,710,3.7609,222300,Williams,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2661,Block 2661
2662,-117.67,33.54,16,2102,350,1003,328,4.7981,170800,Williams,4.767 < income <= 15.0001 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R2662,Block 2662
2663,-117.67,33.54,15,2423,435,1366,423,4.8906,181800,Williams,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2663,Block 2663
2664,-117.67,33.51,19,1258,246,545,227,2.9762,184400,Williams,2.566375 < income <= 3.5446 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R2664,Block 2664
2665,-117.67,33.51,18,1645,393,1490,355,3.4792,126400,Williams,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R2665,Block 2665
2666,-117.67,33.49,15,2782,579,983,525,2.1935,183300,Temecula,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2666,Block 2666
2667,-117.67,33.49,10,366,61,128,61,8.163,250000,Temecula,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2667,Block 2667
2668,-117.67,33.47,22,2728,616,1081,566,1.6393,500001,Temecula,0.4999 < income <= 2.566375 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R2668,Block 2668
2669,-117.67,33.46,24,3571,722,1409,543,4.6518,277800,Temecula,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R2669,Block 2669
2670,-117.67,33.46,18,1679,271,783,257,5.3999,300000,Temecula,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2670,Block 2670
2671,-117.67,33.44,25,2994,519,903,410,6.6852,500001,Temecula,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R2671,Block 2671
2672,-117.68,35.64,15,3253,573,1408,586,5.2043,95700,Vacaville,4.767 < income <= 15.0001 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R2672,Block 2672
2673,-117.68,35.55,9,3811,605,1518,568,5.5551,142500,Vacaville,4.767 < income <= 15.0001 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R2673,Block 2673
2674,-117.68,35.03,28,2969,648,1644,570,3.4338,54900,Vacaville,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R2674,Block 2674
2675,-117.68,34.99,33,1589,307,853,272,4.2292,64400,Vacaville,3.5446 < income <= 4.767 ,14999.0 < House_Value <= 119400.0 ,29.0 < Housing_Age < 37.0 ,R2675,Block 2675
2676,-117.68,34.15,4,4082,578,1996,580,6.7813,286300,Westmorland,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2676,Block 2676
2677,-117.68,34.15,24,1033,189,486,204,4.1719,213500,Westmorland,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R2677,Block 2677
2678,-117.68,34.14,4,4791,695,1871,659,6.9532,277000,Westmorland,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2678,Block 2678
2679,-117.68,34.12,16,2181,321,1133,350,5.7214,259400,Westmorland,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2679,Block 2679
2680,-117.68,34.11,16,3190,471,1414,464,5.5292,208600,Westmorland,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2680,Block 2680
2681,-117.68,34.1,11,7392,1796,3841,1621,2.8326,163000,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R2681,Block 2681
2682,-117.68,34.09,22,1547,334,773,316,2.9812,148800,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R2682,Block 2682
2683,-117.68,34.08,28,2459,492,1230,498,3.0978,137200,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R2683,Block 2683
2684,-117.68,34.08,21,5662,1185,3067,1055,3.3482,137300,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R2684,Block 2684
2685,-117.68,34.07,32,1775,314,1067,302,4.0375,121300,Westmorland,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R2685,Block 2685
2686,-117.68,34.07,24,2626,692,2204,647,1.7806,135000,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R2686,Block 2686
2687,-117.68,34.05,25,1859,463,1070,374,2.5395,187500,Westmorland,0.4999 < income <= 2.566375 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R2687,Block 2687
2688,-117.68,34.04,27,574,103,321,103,3.9107,186500,Westmorland,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R2688,Block 2688
2689,-117.68,34.03,16,2859,668,1946,591,3.0396,124300,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R2689,Block 2689
2690,-117.68,34.01,20,7326,1555,5718,1538,3.2073,123500,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R2690,Block 2690
2691,-117.68,33.63,16,5218,1187,2701,1125,3.929,143100,Williams,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R2691,Block 2691
2692,-117.68,33.63,13,5830,921,2897,891,6.2403,257400,Williams,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2692,Block 2692
2693,-117.68,33.61,19,2962,405,1295,440,6.0689,248000,Williams,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R2693,Block 2693
2694,-117.68,33.6,24,1956,262,969,256,6.8154,265900,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R2694,Block 2694
2695,-117.68,33.6,19,3913,460,1646,454,7.2147,303900,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R2695,Block 2695
2696,-117.68,33.59,8,2327,263,899,236,14.9009,500001,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2696,Block 2696
2697,-117.68,33.59,12,3473,466,1569,450,8.8636,314000,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2697,Block 2697
2698,-117.68,33.57,2,10008,1453,3550,1139,10.1122,500001,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2698,Block 2698
2699,-117.68,33.55,5,2262,427,1016,402,6.065,315500,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2699,Block 2699
2700,-117.68,33.54,5,2840,403,1363,403,7.618,341400,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2700,Block 2700
2701,-117.68,33.52,5,3621,632,1546,567,5.753,322800,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2701,Block 2701
2702,-117.68,33.51,4,2428,401,959,386,6.2661,268500,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2702,Block 2702
2703,-117.68,33.51,19,2930,428,1481,430,6.323,480800,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R2703,Block 2703
2704,-117.68,33.49,18,4173,625,1649,634,6.3568,294300,Temecula,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2704,Block 2704
2705,-117.68,33.49,17,2232,372,1072,385,4.245,214500,Temecula,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2705,Block 2705
2706,-117.68,33.49,16,3084,724,2557,690,2.8357,106300,Temecula,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R2706,Block 2706
2707,-117.68,33.48,15,1786,299,727,293,5.0527,231400,Temecula,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2707,Block 2707
2708,-117.68,33.47,7,4458,731,1731,704,6.126,285600,Temecula,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2708,Block 2708
2709,-117.69,36.13,25,1709,439,632,292,1.7868,45500,Mountain View,0.4999 < income <= 2.566375 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R2709,Block 2709
2710,-117.69,35.65,5,1131,276,520,232,4.0167,87500,Vacaville,3.5446 < income <= 4.767 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R2710,Block 2710
2711,-117.69,35.63,5,3151,482,1335,428,5.5773,109000,Vacaville,4.767 < income <= 15.0001 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R2711,Block 2711
2712,-117.69,34.13,8,2915,371,1271,354,7.9627,345400,Westmorland,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2712,Block 2712
2713,-117.69,34.11,16,2427,522,794,491,2.6929,119300,Westmorland,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R2713,Block 2713
2714,-117.69,34.1,17,3759,1035,1722,847,2.6074,137500,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R2714,Block 2714
2715,-117.69,34.09,28,1437,295,724,262,2.725,140200,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R2715,Block 2715
2716,-117.69,34.08,30,4255,773,2129,730,4.5185,142500,Westmorland,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R2716,Block 2716
2717,-117.69,34.08,14,4136,886,2026,788,3.2344,128200,Westmorland,2.566375 < income <= 3.5446 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R2717,Block 2717
2718,-117.69,34.06,29,873,226,649,198,2.7986,114400,Westmorland,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R2718,Block 2718
2719,-117.69,34.06,25,1881,433,1337,417,2.5536,144000,Westmorland,0.4999 < income <= 2.566375 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R2719,Block 2719
2720,-117.69,34.05,10,1875,366,1055,363,4.3264,128900,Westmorland,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R2720,Block 2720
2721,-117.69,34,28,707,154,561,129,2.5781,111600,Westmorland,2.566375 < income <= 3.5446 ,14999.0 < House_Value <= 119400.0 ,18.0 < Housing_Age < 29.0 ,R2721,Block 2721
2722,-117.69,33.8,5,3178,631,1467,581,5.2541,237100,Wildomar,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2722,Block 2722
2723,-117.69,33.66,5,4246,689,1933,722,6.9501,225700,Williams,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2723,Block 2723
2724,-117.69,33.66,11,2630,327,1256,352,8.2953,350500,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2724,Block 2724
2725,-117.69,33.64,18,3783,654,1843,623,5.7559,215800,Williams,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2725,Block 2725
2726,-117.69,33.64,16,2592,372,1279,383,6.9741,262000,Williams,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2726,Block 2726
2727,-117.69,33.62,18,4265,581,2025,544,6.4598,282700,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2727,Block 2727
2728,-117.69,33.61,16,3010,580,1649,538,4.0221,236200,Williams,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2728,Block 2728
2729,-117.69,33.6,17,2150,361,1194,335,5.4622,227000,Williams,4.767 < income <= 15.0001 ,180400.0 < House_Value <= 265000.0 ,1.0 < Housing_Age < 18.0 ,R2729,Block 2729
2730,-117.69,33.6,16,2205,393,1333,402,3.475,279500,Williams,2.566375 < income <= 3.5446 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2730,Block 2730
2731,-117.69,33.6,12,3258,421,1464,435,6.5413,332000,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2731,Block 2731
2732,-117.69,33.59,13,3320,426,1432,431,7.9283,348100,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2732,Block 2732
2733,-117.69,33.58,5,6678,1011,2877,982,7.5177,330000,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2733,Block 2733
2734,-117.69,33.55,9,3856,571,1646,576,6.8007,318300,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2734,Block 2734
2735,-117.69,33.55,4,1764,220,705,224,8.3275,384200,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2735,Block 2735
2736,-117.69,33.54,20,1767,280,801,284,6.5394,272000,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R2736,Block 2736
2737,-117.69,33.53,17,5041,778,2396,801,6.0868,282900,Williams,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2737,Block 2737
2738,-117.69,33.52,4,2142,625,1176,483,3.4455,325000,Williams,2.566375 < income <= 3.5446 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2738,Block 2738
2739,-117.69,33.52,3,7374,1444,3214,1279,4.538,278200,Williams,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2739,Block 2739
2740,-117.69,33.51,4,1223,275,505,244,4.6607,173000,Williams,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,1.0 < Housing_Age < 18.0 ,R2740,Block 2740
2741,-117.69,33.47,23,3499,722,1480,634,3.86,300000,Temecula,3.5446 < income <= 4.767 ,265000.0 < House_Value <= 500001.0 ,18.0 < Housing_Age < 29.0 ,R2741,Block 2741
2742,-117.69,33.47,19,2595,621,1728,571,3.668,243800,Temecula,3.5446 < income <= 4.767 ,180400.0 < House_Value <= 265000.0 ,18.0 < Housing_Age < 29.0 ,R2742,Block 2742
2743,-117.69,33.47,13,2020,378,679,290,5.756,305600,Temecula,4.767 < income <= 15.0001 ,265000.0 < House_Value <= 500001.0 ,1.0 < Housing_Age < 18.0 ,R2743,Block 2743
2744,-117.7,35.64,8,2683,416,1154,399,5.8625,109400,Vacaville,4.767 < income <= 15.0001 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R2744,Block 2744
2745,-117.7,35.62,18,2657,496,1426,483,3.5931,71900,Vacaville,3.5446 < income <= 4.767 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R2745,Block 2745
2746,-117.7,35.6,16,2678,483,1473,487,3.858,70200,Vacaville,3.5446 < income <= 4.767 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R2746,Block 2746
2747,-117.7,34.09,25,1719,331,1098,324,3.625,121800,Westmorland,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,18.0 < Housing_Age < 29.0 ,R2747,Block 2747
2748,-117.7,34.08,33,4674,791,2769,784,4.1448,137300,Westmorland,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R2748,Block 2748
2749,-117.7,34.08,10,1979,454,1117,389,3.7802,107300,Westmorland,3.5446 < income <= 4.767 ,14999.0 < House_Value <= 119400.0 ,1.0 < Housing_Age < 18.0 ,R2749,Block 2749
2750,-117.7,34.07,33,1552,288,1326,303,3.7969,128400,Westmorland,3.5446 < income <= 4.767 ,119400.0 < House_Value <= 180400.0 ,29.0 < Housing_Age < 37.0 ,R2750,Block 2750
